"ID_ejemploUso","ID_competencia","ID_area","Idioma","Nivel","Escenario","Objetivo","Contexto","Texto"
67,2,4,"Inglés","6","Learning","use of the school’s digital learning platform to share information on interested topics",,"I can overcome complex situations that can arise with my personal data and those of my classmates while on the digital education platform, such as personal data is not used in accordance to the “Privacy policy” of the platform."
68,3,4,"Español","7","Laboral","Utilizar una cuenta de Twitter para compartir información sobre mi organización",,"Puedo crear una campaña digital sobre los posibles peligros para la salud del uso de Twitter"
68,3,4,"Inglés","7","Employment","use of a Twitter account to share information on my organization",,"I can create a digital campaign of possible health dangers of using Twitter"
69,3,4,"Español","7","Laboral","Utilizar una cuenta de Twitter para compartir información sobre mi organización",,"Por motivos profesionales (por ejemplo, acoso escolar, adicciones, bienestar físico) que pueden ser compartidos y utilizados por otros colegas y profesionales en sus teléfonos inteligentes o tabletas."
69,3,4,"Inglés","7","Employment","use of a Twitter account to share information on my organization",,"for professional reasons (e.g. bullying, addictions, physical well-being) which can be shared and used by other colleagues and professionals on their smartphones or tablets."
70,3,4,"Español","7","Formativo","uso de la plataforma digital de aprendizaje de la escuela para compartir información sobre temas de interés",,"Puedo crear un blog sobre el ciberacoso y la exclusión social para la plataforma digital de aprendizaje de mi colegio, que ayude a mis compañeros a reconocer y afrontar la violencia en los entornos digitales."
70,3,4,"Inglés","7","Learning","use of the school’s digital learning platform to share information on interested topics",,"I can create a blog on cyberbullying and social exclusion for my school’s digital learning platform, which helps my classmates to recognise and face up to violence in digital environments."
71,4,4,"Español","8","Laboral","Utilizar una cuenta de Twitter para compartir información sobre mi organización",,"Puedo crear un vídeo ilustrado que responda a las preguntas sobre el uso sostenible de los dispositivos digitales en las organizaciones de mi sector, para compartirlo en Twitter y que sea utilizado por el personal y por otros profesionales del sector.."
71,4,4,"Inglés","8","Employment","use of a Twitter account to share information on my organization",,"I can create an illustrated video which answers questions on the sustainable use of digital devices in organisations of my sector, to be shared on Twitter, and to be used by staff and by other professionals in the sector."
72,4,4,"Español","8","Formativo","uso de la plataforma digital de aprendizaje de la escuela para compartir información sobre temas de interés",,"Puedo crear un nuevo libro electrónico para responder a preguntas sobre el uso sostenible de los dispositivos digitales en la escuela y en casa, y compartirlo en la plataforma de aprendizaje digital de mi escuela para que lo utilicen otros compañeros y su"
72,4,4,"Inglés","8","Learning","use of the school’s digital learning platform to share information on interested topics",,"I can create a new eBook to answer questions on the sustainable use of digital devices at school and home, and share it on my school’s digital learning platform in order to be used by other schoolmates and their families."
73,1,5,"Español","1","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Ayudado por un colega del departamento de informática:","Puedo crear un vídeo ilustrado que responda a las preguntas sobre el uso sostenible de los dispositivos digitales en las organizaciones de mi sector, para compartirlo en Twitter y que sea utilizado por el personal y por otros profesionales del sector."
73,1,5,"Inglés","1","Employment","use of a digital learning platform to improve my career opportunities","Helped by a colleague from the IT department:","I can create an illustrated video which answers questions on the sustainable use of digital devices in organisations of my sector, to be shared on Twitter, and to be used by staff and by other professionals in the sector."
74,1,5,"Español","1","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Ayudado por un amigo:","Puedo crear un nuevo libro electrónico para responder a preguntas sobre el uso sostenible de los dispositivos digitales en la escuela y en casa, y compartirlo en la plataforma de aprendizaje digital de mi escuela para que lo utilicen otros compañeros y su"
74,1,5,"Inglés","1","Learning","use of a digital learning platform to improve my math skills","Helped by a friend:","I can create a new eBook to answer questions on the sustainable use of digital devices at school and home, and share it on my school’s digital learning platform in order to be used by other schoolmates and their families."
75,2,5,"Español","2","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Con la ayuda de un colega del departamento de Recursos Humanos al que puedo consultar siempre que lo necesite","A partir de una lista de cursos en línea que el departamento de Recursos Humanos ha preparado, puedo identificar los que se ajustan a mis necesidades de mejora profesional."
75,2,5,"Inglés","2","Employment","use of a digital learning platform to improve my career opportunities","With the help of a colleague from the Human Resource department who I can consult whenever I need","From a list of online courses that the Human Resources department has prepared, I can identify those that fit with my career improvement needs."
76,2,5,"Español","2","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Con la ayuda de un colega del departamento de Recursos Humanos al que puedo consultar siempre que lo necesite","Mientras leo el material de estudio en la pantalla de mi tableta, puedo hacer la fuente más grande para ayudar a la legibilidad."
76,2,5,"Inglés","2","Employment","use of a digital learning platform to improve my career opportunities","With the help of a colleague from the Human Resource department who I can consult whenever I need","While reading the study material on the screen of my tablet, I can make the font larger to help the readability."
77,2,5,"Español","2","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","En el aula con mi profesor o profesora a quien puedo consultar siempre que lo necesite:","De una lista de recursos matemáticos digitales preparada por mi profesor o profesora, puedo elegir un juego educativo que me ayude a practicar mis habilidades matemáticas."
77,2,5,"Inglés","2","Learning","use of a digital learning platform to improve my math skills","In the classroom with my teacher who I can consult whenever I need:","From a list of digital math resources prepared by my teacher, I can choose an educational game that can help me to practice my math skills."
78,2,5,"Español","2","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","En el aula con mi profesor o profesora a quien puedo consultar siempre que lo necesite:","Puedo ajustar la interfaz del juego para que coincida con mi lengua materna."
78,2,5,"Inglés","2","Learning","use of a digital learning platform to improve my math skills","In the classroom with my teacher who I can consult whenever I need:","I can adjust the game’s interface to match with my mother tongue."
79,3,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo utilizar el foro de un MOOC para pedir información bien definida sobre el curso que estoy siguiendo y puedo utilizar sus herramientas (por ejemplo, blog, wiki) para crear una nueva entrada para intercambiar más información."
79,3,5,"Inglés","3","Employment","use of a digital learning platform to improve my career opportunities","By myself:","I can use a MOOC’s forum to ask for well-defined information on the course I am following and I can use its tools (e.g. blog, wiki) to create a new entry for exchanging more information."
80,3,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo realizar un ejercicio de colaboración con otros estudiantes utilizando la herramienta de mapas mentales del MOOC para entender un tema concreto de una manera nueva."
80,3,5,"Inglés","3","Employment","use of a digital learning platform to improve my career opportunities","By myself:","I can engage in a collaborative exercise with other students using the mind map tool of the MOOC in order to understand a concrete issue in a new way."
81,3,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo solucionar problemas como identificar que estoy introduciendo una pregunta o un comentario en el lugar equivocado."
81,3,5,"Inglés","3","Employment","use of a digital learning platform to improve my career opportunities","By myself:","I can fix problems such as identifying that I am introducing a question or comment in the wrong place."
82,3,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo utilizar el foro del MOOC para pedir información bien definida sobre el curso que estoy siguiendo, y puedo utilizar sus herramientas (por ejemplo, blog, wiki) para crear una nueva entrada para intercambiar más información."
82,3,5,"Inglés","3","Learning","use of a digital learning platform to improve my career opportunities","By myself:","I can use the MOOC’s forum to ask for well-defined information on the course I am following, and I can use their tools (e.g. blog, wiki) to create a new entry for exchanging more information."
83,3,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo participar en ejercicios del MOOC que utilizan simulaciones para practicar un problema de matemáticas que no logré resolver correctamente en la escuela. Comentar los ejercicios en el chat con otros estudiantes me ayudó a enfocar el problema de forma"
83,3,5,"Inglés","3","Learning","use of a digital learning platform to improve my math skills","By myself:","I can engage in exercises of the MOOC that use simulations to practice a math problem that I failed to solve correctly at school. Discussing the exercises in chat with other students helped me to approach the problem differently and improve my skills."
84,3,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo solucionar problemas como identificar que estoy introduciendo una pregunta o un comentario en el lugar equivocado"
84,3,5,"Inglés","3","Learning","use of a digital learning platform to improve my math skills","By myself:","I can fix problems such as identifying that I am introducing a question or comment in the wrong place."
85,4,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo utilizar el foro de un MOOC para pedir información bien definida sobre el curso que estoy siguiendo y puedo utilizar sus herramientas (por ejemplo, blog, wiki) para crear una nueva entrada para intercambiar más información."
85,4,5,"Inglés","3","Employment","use of a digital learning platform to improve my math skills","By myself:","I can use a MOOC’s forum to ask for well-defined information on the course I am following and I can use its tools (e.g. blog, wiki) to create a new entry for exchanging more information."
86,4,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo realizar un ejercicio de colaboración con otros estudiantes utilizando la herramienta de mapas mentales del MOOC para entender un tema concreto de una manera nueva."
86,4,5,"Inglés","3","Employment","use of a digital learning platform to improve my math skills","By myself:","I can engage in a collaborative exercise with other students using the mind map tool of the MOOC in order to understand a concrete issue in a new way."
87,4,5,"Español","3","Laboral","uso de una plataforma de aprendizaje digital para mejorar mis oportunidades profesionales","Sin ayuda:","Puedo solucionar problemas como identificar que estoy introduciendo una pregunta o un comentario en el lugar equivocado."
87,4,5,"Inglés","3","Employment","use of a digital learning platform to improve my career opportunities","By myself:","I can fix problems such as identifying that I am introducing a question or comment in the wrong place."
88,4,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo utilizar el foro del MOOC para pedir información bien definida sobre el curso que estoy siguiendo, y puedo utilizar sus herramientas (por ejemplo, blog, wiki) para crear una nueva entrada para intercambiar más información."
88,4,5,"Inglés","3","Learning","use of a digital learning platform to improve my career opportunities","By myself:","I can use the MOOC’s forum to ask for well-defined information on the course I am following, and I can use their tools (e.g. blog, wiki) to create a new entry for exchanging more information."
89,4,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo participar en ejercicios del MOOC que utilizan simulaciones para practicar un problema de matemáticas que no logré resolver correctamente en la escuela. Comentar los ejercicios en el chat con otros estudiantes me ayudó a enfocar el problema de forma"
89,4,5,"Inglés","3","Learning","use of a digital learning platform to improve my career opportunities","By myself:","I can engage in exercises of the MOOC that use simulations to practice a math problem that I failed to solve correctly at school. Discussing the exercises in chat with other students helped me to approach the problem differently and improve my skills."
90,4,5,"Español","3","Formativo","Uso de una plataforma de aprendizaje digital para mejorar mis habilidades matemáticas","Sin ayuda:","Puedo solucionar problemas como identificar que estoy introduciendo una pregunta o un comentario en el lugar equivocado."
90,4,5,"Inglés","3","Learning","use of a digital learning platform to improve my career opportunities","By myself:","I can fix problems such as identifying that I am introducing a question or comment in the wrong place."
